Age,Gender,JobRole,Department,MonthlyIncome,TotalAllowances,TenureYears,Attendance_LateCount,Attendance_AbsentCount,Attendance_HalfDayCount,Leave_TotalDaysApproved,Leave_RequestCount,Attrition,DataSource,SampleWeight
44,Female,Operations Executive,Operations,126648.34,16833.47,6.4,2,1,1,9.0,3,No,Local_Synthetic,0.5
25,Female,HR Manager,HR,221488.12,17214.02,2.19,6,3,1,1.1,1,No,Local_Synthetic,0.5
31,Male,Account Manager,Sales,299022.21,16545.65,2.06,3,0,0,8.0,3,Yes,Local_Synthetic,0.5
50,Male,Accountant,Finance,111884.93,16115.36,0.53,0,0,1,12.4,5,No,Local_Synthetic,0.5
30,Male,Accountant,Finance,127336.05,18298.99,2.21,4,5,0,10.9,5,No,Local_Synthetic,0.5
49,Male,Senior Accountant,Finance,254763.98,26302.22,8.12,3,4,1,7.5,4,No,Local_Synthetic,0.5
37,Male,Software Engineer,Engineering,64181.2,7331.53,2.04,1,0,1,12.6,5,No,Local_Synthetic,0.5
29,Female,HR Executive,HR,165906.65,15970.18,2.55,2,0,0,7.4,3,No,Local_Synthetic,0.5
33,Male,Senior Accountant,Finance,308013.91,28330.05,10.07,0,1,1,1.3,1,No,Local_Synthetic,0.5
40,Female,Marketing Manager,Marketing,270249.07,16740.54,1.4,3,0,0,7.8,3,No,Local_Synthetic,0.5
48,Male,Accountant,Finance,120419.56,7186.07,0.16,1,1,2,2.3,2,No,Local_Synthetic,0.5
42,Female,HR Manager,HR,385063.1,28214.81,7.35,2,0,2,10.0,5,No,Local_Synthetic,0.5
53,Female,Finance Controller,Finance,254794.14,34056.82,2.42,2,1,1,9.2,4,No,Local_Synthetic,0.5
51,Male,Senior Account Manager,Sales,247673.34,15995.54,0.5,0,2,0,7.9,3,No,Local_Synthetic,0.5
47,Female,DevOps Engineer,Engineering,82552.43,5999.07,0.31,2,3,2,3.9,2,No,Local_Synthetic,0.5
42,Male,Operations Executive,Operations,253521.28,26584.6,2.34,0,0,1,1.5,1,No,Local_Synthetic,0.5
31,Male,Marketing Manager,Marketing,163800.16,11713.86,5.49,0,0,0,2.0,1,Yes,Local_Synthetic,0.5
36,Female,Marketing Manager,Marketing,380974.47,25266.48,0.11,1,0,2,3.0,2,No,Local_Synthetic,0.5
26,Female,Accountant,Finance,72170.58,7674.02,0.25,4,0,2,4.1,2,No,Local_Synthetic,0.5
34,Male,Senior Software Engineer,Engineering,305423.36,26513.6,0.39,0,1,0,3.9,2,No,Local_Synthetic,0.5
53,Male,Digital Marketer,Marketing,128323.12,14451.23,0.59,0,0,0,12.8,5,No,Local_Synthetic,0.5
36,Male,HR Executive,HR,166114.35,23458.76,3.49,3,2,0,5.9,4,No,Local_Synthetic,0.5
